,taxpayer_id,location,economic_sector,entity_type,beneficial_owners,registration_date,size,norm_size,size_category
247,P0147,Nairobi,Hospitality,Non-Individual,"['A0064', 'A0007']",28/12/2010,1.223702724,6.19E-05,small
248,P0148,Kitale,Entertainment & Media,Non-Individual,"['A0077', 'A0067', 'A0007']",22/09/2007,1.178963224,5.96E-05,small
249,P0149,Garissa,Healthcare,Non-Individual,['A0064'],02/12/2020,1.149338108,5.81E-05,micro
250,P0150,Nyeri,Retail,Non-Individual,['A0017'],22/05/2017,2.121989803,0.000107283,large
251,P0151,Mombasa,Mining & Quarrying,Non-Individual,"['A0031', 'A0010']",21/08/2007,1.153381905,5.83E-05,small
252,P0152,Nakuru,Public Administration,Non-Individual,"['A0032', 'A0044', 'A0075']",27/10/2020,2.260661774,0.000114294,large
253,P0153,Kericho,Healthcare,Non-Individual,"['A0039', 'A0100']",31/03/2015,1.440429776,7.28E-05,medium
254,P0154,Garissa,Public Administration,Non-Individual,"['A0013', 'A0014', 'A0070']",27/09/2021,1.69487695,8.57E-05,medium
255,P0155,Nakuru,Legal & Professional Services,Non-Individual,['A0011'],16/08/2012,2.183297691,0.000110383,large
256,P0156,Kitale,Real Estate,Non-Individual,"['A0094', 'A0084', 'A0067']",14/10/2023,1.134195976,5.73E-05,micro
257,P0157,Kisumu,Mining & Quarrying,Non-Individual,"['A0099', 'A0002', 'A0055']",30/01/2017,1.41617109,7.16E-05,medium
258,P0158,Nyeri,Water & Sanitation,Non-Individual,"['A0028', 'A0008']",18/06/2013,1.672053992,8.45E-05,medium
259,P0159,Kitale,Healthcare,Non-Individual,"['A0035', 'A0070']",29/10/2017,1.461216442,7.39E-05,medium
260,P0160,Machakos,Manufacturing,Non-Individual,"['A0073', 'A0052']",20/02/2012,1.341840652,6.78E-05,small
261,P0161,Machakos,Arts & Culture,Non-Individual,"['A0057', 'A0092', 'A0063']",10/10/2022,1.190382282,6.02E-05,small
262,P0162,Kisumu,Public Administration,Non-Individual,"['A0032', 'A0044', 'A0045']",28/03/2018,6.010535636,0.000303879,large
263,P0163,Mombasa,Public Administration,Non-Individual,"['A0074', 'A0007']",02/04/2015,1.423588537,7.20E-05,medium
264,P0164,Kisumu,Legal & Professional Services,Non-Individual,['A0087'],14/07/2024,1.369730545,6.93E-05,small
265,P0165,Nakuru,Transportation & Logistics,Non-Individual,"['A0032', 'A0001', 'A0057']",24/12/2018,3.263039482,0.000164972,large
266,P0166,Thika,Arts & Culture,Non-Individual,"['A0025', 'A0030', 'A0019']",10/04/2024,1.743022462,8.81E-05,medium
267,P0167,Kitale,Entertainment & Media,Non-Individual,"['A0063', 'A0050', 'A0064']",26/07/2024,2.385238686,0.000120592,large
268,P0168,Eldoret,Wholesale Trade,Non-Individual,"['A0045', 'A0060', 'A0011']",08/05/2020,1.288986075,6.52E-05,small
269,P0169,Mombasa,Legal & Professional Services,Non-Individual,"['A0073', 'A0061']",18/03/2007,1.013770633,5.13E-05,micro
270,P0170,Kisumu,Transportation,Non-Individual,"['A0092', 'A0074', 'A0007']",20/09/2011,1.090503172,5.51E-05,micro
271,P0171,Thika,Manufacturing,Non-Individual,['A0040'],01/08/2011,2.157511092,0.000109079,large
272,P0172,Kisumu,Healthcare,Non-Individual,"['A0026', 'A0079']",30/11/2016,1.526636122,7.72E-05,medium
273,P0173,Kisumu,Finance,Non-Individual,"['A0059', 'A0003']",05/12/2008,1.247881851,6.31E-05,small
274,P0174,Machakos,Security Services,Non-Individual,['A0095'],28/04/2020,1.176767964,5.95E-05,small
275,P0175,Garissa,ICT,Non-Individual,['A0044'],18/03/2010,1.886957433,9.54E-05,medium
276,P0176,Kericho,Education,Non-Individual,"['A0085', 'A0086']",16/12/2019,1.281385776,6.48E-05,small
277,P0177,Nakuru,Arts & Culture,Non-Individual,['A0090'],05/04/2017,1.207455271,6.10E-05,small
278,P0178,Kericho,Telecommunications,Non-Individual,['A0001'],07/03/2018,1.567449015,7.92E-05,medium
279,P0179,Kitale,Education,Non-Individual,"['A0085', 'A0009']",01/04/2015,1.323224634,6.69E-05,small
280,P0180,Kericho,Construction,Non-Individual,"['A0016', 'A0014']",28/04/2010,1.90474521,9.63E-05,medium
281,P0181,Garissa,Real Estate,Non-Individual,"['A0049', 'A0020']",07/09/2020,1.310223796,6.62E-05,small
282,P0182,Machakos,Education,Non-Individual,"['A0071', 'A0002']",08/03/2005,2.314683599,0.000117025,large
283,P0183,Nairobi,Security Services,Non-Individual,"['A0003', 'A0052', 'A0061']",18/09/2021,1.91030156,9.66E-05,medium
284,P0184,Eldoret,Security Services,Non-Individual,"['A0067', 'A0052']",27/12/2022,1.88236305,9.52E-05,medium
285,P0185,Eldoret,Security Services,Non-Individual,"['A0010', 'A0085']",16/08/2010,1.136494243,5.75E-05,micro
286,P0186,Meru,Arts & Culture,Non-Individual,"['A0072', 'A0087', 'A0093']",21/10/2023,1.504039592,7.60E-05,medium
287,P0187,Mombasa,Wholesale Trade,Non-Individual,['A0064'],01/07/2019,1.98098573,0.000100154,medium
288,P0188,Kericho,Manufacturing,Non-Individual,['A0017'],31/12/2017,1.021357439,5.16E-05,micro
289,P0189,Mombasa,Real Estate,Non-Individual,"['A0083', 'A0077']",30/04/2012,1.00909627,5.10E-05,micro
290,P0190,Kisumu,Water & Sanitation,Non-Individual,"['A0039', 'A0027', 'A0016']",28/08/2024,4.012828651,0.00020288,large
291,P0191,Nakuru,Finance,Non-Individual,"['A0069', 'A0051']",07/10/2010,3.203043618,0.000161939,large
292,P0192,Thika,Construction,Non-Individual,"['A0066', 'A0061']",04/07/2015,2.114479328,0.000106903,large
293,P0193,Eldoret,Arts & Culture,Non-Individual,['A0013'],30/03/2021,7.046626326,0.000356262,large
294,P0194,Mombasa,Energy,Non-Individual,"['A0025', 'A0042', 'A0082']",25/04/2005,1.012632088,5.12E-05,micro
295,P0195,Kericho,Telecommunications,Non-Individual,"['A0062', 'A0005']",03/02/2020,1.745254853,8.82E-05,medium
296,P0196,Machakos,Wholesale Trade,Non-Individual,"['A0022', 'A0029', 'A0099']",02/05/2013,1.174562505,5.94E-05,small
297,P0197,Eldoret,Entertainment & Media,Non-Individual,['A0022'],25/07/2005,1.051563789,5.32E-05,micro
298,P0198,Eldoret,Wholesale Trade,Non-Individual,"['A0042', 'A0035', 'A0095']",02/06/2006,1.392781085,7.04E-05,small
299,P0199,Meru,Legal & Professional Services,Non-Individual,"['A0090', 'A0088', 'A0036']",14/08/2007,3.585649391,0.000181282,large
300,P0200,Nairobi,Real Estate,Non-Individual,['A0040'],19/01/2016,1.144733444,5.79E-05,micro
301,P0201,Eldoret,Water & Sanitation,Non-Individual,['A0074'],17/01/2008,1.45156381,7.34E-05,medium
302,P0202,Meru,Transportation,Non-Individual,"['A0037', 'A0026']",12/02/2017,1.269243803,6.42E-05,small
303,P0203,Kitale,ICT,Non-Individual,"['A0058', 'A0061']",10/11/2024,1.234832048,6.24E-05,small
304,P0204,Kericho,Security Services,Non-Individual,"['A0030', 'A0074']",26/02/2014,1.814984714,9.18E-05,medium
305,P0205,Thika,Hospitality,Non-Individual,"['A0045', 'A0024']",12/12/2014,12.90337787,0.000652366,large
306,P0206,Mombasa,Arts & Culture,Non-Individual,"['A0012', 'A0082']",29/03/2013,1.300841993,6.58E-05,small
307,P0207,Machakos,Education,Non-Individual,"['A0038', 'A0020', 'A0081']",04/04/2009,1.098325105,5.55E-05,micro
308,P0208,Mombasa,Arts & Culture,Non-Individual,['A0037'],04/10/2009,3.807657226,0.000192507,large
309,P0209,Nairobi,Transportation & Logistics,Non-Individual,"['A0085', 'A0076', 'A0071']",19/06/2010,1.059720222,5.36E-05,micro
310,P0210,Eldoret,Agriculture,Non-Individual,['A0059'],12/08/2023,1.578974843,7.98E-05,medium
311,P0211,Eldoret,Transportation & Logistics,Non-Individual,"['A0041', 'A0058', 'A0097']",15/05/2022,1.346479584,6.81E-05,small
312,P0212,Nairobi,Education,Non-Individual,['A0076'],03/04/2024,10.19142663,0.000515256,large
313,P0213,Nyeri,Education,Non-Individual,['A0077'],29/11/2022,1.142593196,5.78E-05,micro
314,P0214,Meru,Retail,Non-Individual,['A0091'],16/12/2007,5.242315018,0.00026504,large
315,P0215,Eldoret,Waste Management,Non-Individual,['A0020'],06/04/2012,1.795864783,9.08E-05,medium
316,P0216,Nakuru,Manufacturing,Non-Individual,['A0027'],05/11/2007,2.600660346,0.000131484,large
317,P0217,Kitale,Agriculture,Non-Individual,"['A0039', 'A0069', 'A0091']",07/09/2015,1.136641766,5.75E-05,micro
318,P0218,Nyeri,Waste Management,Non-Individual,"['A0052', 'A0082']",13/06/2007,1.665075255,8.42E-05,medium
319,P0219,Garissa,Manufacturing,Non-Individual,"['A0051', 'A0010']",24/04/2021,2.127861693,0.00010758,large
320,P0220,Meru,Retail,Non-Individual,"['A0047', 'A0036', 'A0037']",14/05/2006,1.047846828,5.30E-05,micro
321,P0221,Meru,Construction,Non-Individual,"['A0004', 'A0009']",31/12/2015,1.536822486,7.77E-05,medium
322,P0222,Thika,Security Services,Non-Individual,"['A0007', 'A0001', 'A0019']",30/04/2008,1.440585977,7.28E-05,medium
323,P0223,Nakuru,Security Services,Non-Individual,['A0077'],15/03/2019,1.054138677,5.33E-05,micro
324,P0224,Machakos,Security Services,Non-Individual,"['A0080', 'A0075', 'A0035']",25/11/2016,2.014669163,0.000101857,large
325,P0225,Garissa,Legal & Professional Services,Non-Individual,"['A0037', 'A0051']",24/03/2007,8.33028149,0.000421161,large
326,P0226,Nyeri,Hospitality,Non-Individual,"['A0091', 'A0030', 'A0093']",25/08/2014,1.059660813,5.36E-05,micro
327,P0227,Thika,Mining & Quarrying,Non-Individual,"['A0073', 'A0018']",11/12/2013,1.06198595,5.37E-05,micro
328,P0228,Thika,Legal & Professional Services,Non-Individual,"['A0083', 'A0074']",05/01/2012,1.555375448,7.86E-05,medium
329,P0229,Meru,Entertainment & Media,Non-Individual,"['A0086', 'A0026', 'A0032']",04/07/2006,1.152620854,5.83E-05,small
330,P0230,Mombasa,Legal & Professional Services,Non-Individual,['A0019'],03/03/2007,1.224170681,6.19E-05,small
331,P0231,Nyeri,Manufacturing,Non-Individual,"['A0021', 'A0026', 'A0077']",26/02/2018,1.586466834,8.02E-05,medium
332,P0232,Mombasa,Legal & Professional Services,Non-Individual,"['A0042', 'A0008', 'A0053']",06/12/2012,2.218309225,0.000112153,large
333,P0233,Nairobi,Real Estate,Non-Individual,"['A0072', 'A0009', 'A0087']",20/06/2018,1.336130576,6.76E-05,small
334,P0234,Garissa,Public Administration,Non-Individual,"['A0020', 'A0034']",09/10/2009,1.027851582,5.20E-05,micro
335,P0235,Kericho,Healthcare,Non-Individual,['A0002'],02/01/2024,1.323812872,6.69E-05,small
336,P0236,Nyeri,Telecommunications,Non-Individual,['A0028'],31/07/2007,8.719196782,0.000440823,large
337,P0237,Machakos,Water & Sanitation,Non-Individual,"['A0049', 'A0010']",19/03/2022,1.564852347,7.91E-05,medium
338,P0238,Nyeri,Retail,Non-Individual,"['A0095', 'A0022', 'A0038']",29/08/2018,1.157467286,5.85E-05,small
339,P0239,Kisumu,Education,Non-Individual,"['A0024', 'A0094', 'A0046']",05/10/2020,1.31752824,6.66E-05,small
340,P0240,Nairobi,Finance,Non-Individual,"['A0096', 'A0028']",05/07/2024,1.269493768,6.42E-05,small
341,P0241,Meru,Energy,Non-Individual,['A0059'],25/07/2006,1.030972698,5.21E-05,micro
342,P0242,Meru,Retail,Non-Individual,['A0021'],22/01/2007,2.849444467,0.000144062,large
343,P0243,Machakos,Mining & Quarrying,Non-Individual,"['A0069', 'A0097', 'A0063']",24/08/2012,1.667990415,8.43E-05,medium
344,P0244,Nakuru,Transportation & Logistics,Non-Individual,['A0026'],04/06/2022,1.565646599,7.92E-05,medium
345,P0245,Kisumu,Finance,Non-Individual,"['A0076', 'A0019', 'A0023']",03/12/2021,1.299840795,6.57E-05,small
346,P0246,Nakuru,Mining & Quarrying,Non-Individual,"['A0023', 'A0022', 'A0019']",06/11/2019,1.35397397,6.85E-05,small
347,P0247,Kericho,Legal & Professional Services,Non-Individual,"['A0055', 'A0033']",16/02/2011,1.013156084,5.12E-05,micro
348,P0248,Nyeri,Construction,Non-Individual,['A0072'],28/09/2012,3.209170493,0.000162249,large
349,P0249,Meru,Arts & Culture,Non-Individual,"['A0091', 'A0067']",21/04/2018,1.321924224,6.68E-05,small
350,P0250,Nakuru,Manufacturing,Non-Individual,"['A0069', 'A0053']",12/12/2009,1.582398015,8.00E-05,medium
351,P0251,Nairobi,Hospitality,Non-Individual,"['A0076', 'A0081']",06/10/2011,1.628579323,8.23E-05,medium
352,P0252,Kisumu,Education,Non-Individual,['A0093'],30/06/2011,1.913559469,9.67E-05,medium
353,P0253,Kericho,Legal & Professional Services,Non-Individual,"['A0005', 'A0084']",10/12/2008,3.21012205,0.000162297,large
354,P0254,Nyeri,Transportation,Non-Individual,['A0063'],01/03/2010,4.584572934,0.000231786,large
355,P0255,Mombasa,Energy,Non-Individual,"['A0042', 'A0053', 'A0020']",30/04/2024,1.058233257,5.35E-05,micro
356,P0256,Kericho,Agriculture,Non-Individual,"['A0040', 'A0079', 'A0071']",03/05/2024,3.955009574,0.000199957,large
357,P0257,Garissa,Energy,Non-Individual,"['A0049', 'A0009']",30/11/2020,1.465416594,7.41E-05,medium
358,P0258,Machakos,Retail,Non-Individual,"['A0039', 'A0066', 'A0091']",14/04/2012,1.480469992,7.48E-05,medium
359,P0259,Kericho,Transportation,Non-Individual,['A0060'],12/02/2013,1.011892449,5.12E-05,micro
360,P0260,Mombasa,Healthcare,Non-Individual,['A0079'],10/10/2014,1.356620663,6.86E-05,small
361,P0261,Machakos,Real Estate,Non-Individual,"['A0004', 'A0069', 'A0019']",23/09/2021,1.112037139,5.62E-05,micro
362,P0262,Kisumu,Agriculture,Non-Individual,"['A0010', 'A0008']",13/06/2016,1.049383022,5.31E-05,micro
363,P0263,Eldoret,Telecommunications,Non-Individual,"['A0091', 'A0069', 'A0068']",16/11/2012,2.02623704,0.000102442,large
364,P0264,Mombasa,ICT,Non-Individual,"['A0038', 'A0013', 'A0012']",28/09/2010,4.081539913,0.000206354,large
365,P0265,Garissa,ICT,Non-Individual,['A0027'],19/01/2022,1.862077279,9.41E-05,medium
366,P0266,Meru,Entertainment & Media,Non-Individual,"['A0001', 'A0027', 'A0093']",29/05/2015,1.32668311,6.71E-05,small
367,P0267,Meru,Waste Management,Non-Individual,"['A0015', 'A0099', 'A0065']",04/06/2019,1.476557687,7.47E-05,medium
368,P0268,Thika,ICT,Non-Individual,"['A0060', 'A0035', 'A0064']",12/11/2014,2.224546231,0.000112468,large
369,P0269,Kericho,Wholesale Trade,Non-Individual,['A0057'],17/10/2011,1.230639229,6.22E-05,small
370,P0270,Thika,Public Administration,Non-Individual,"['A0058', 'A0081']",31/08/2006,2.317755372,0.000117181,large
371,P0271,Nairobi,Manufacturing,Non-Individual,"['A0090', 'A0065']",09/04/2013,1.652721326,8.36E-05,medium
372,P0272,Mombasa,Security Services,Non-Individual,"['A0001', 'A0038']",29/04/2018,1.21985859,6.17E-05,small
373,P0273,Nyeri,Manufacturing,Non-Individual,"['A0014', 'A0090', 'A0099']",02/02/2015,1.009698003,5.10E-05,micro
374,P0274,Garissa,Entertainment & Media,Non-Individual,"['A0030', 'A0070', 'A0035']",31/03/2016,1.131665324,5.72E-05,micro
375,P0275,Kericho,Construction,Non-Individual,['A0081'],11/03/2023,1.773263106,8.97E-05,medium
376,P0276,Nyeri,Wholesale Trade,Non-Individual,"['A0075', 'A0019']",14/11/2008,1.138846037,5.76E-05,micro
377,P0277,Kitale,Mining & Quarrying,Non-Individual,['A0048'],09/11/2014,1.513970424,7.65E-05,medium
378,P0278,Thika,Telecommunications,Non-Individual,"['A0047', 'A0095', 'A0056']",07/05/2011,1.002618357,5.07E-05,micro
379,P0279,Thika,Arts & Culture,Non-Individual,"['A0018', 'A0052']",30/05/2018,1.39477572,7.05E-05,small
380,P0280,Meru,Transportation & Logistics,Non-Individual,['A0064'],24/06/2006,2.394111899,0.000121041,large
381,P0281,Meru,Energy,Non-Individual,"['A0074', 'A0042']",17/05/2011,1.214755299,6.14E-05,small
382,P0282,Garissa,ICT,Non-Individual,"['A0087', 'A0002']",23/06/2012,1.483413337,7.50E-05,medium
383,P0283,Meru,ICT,Non-Individual,['A0099'],05/11/2012,1.180161695,5.97E-05,small
384,P0284,Meru,Energy,Non-Individual,"['A0030', 'A0088']",23/11/2007,1.26107657,6.38E-05,small
385,P0285,Nyeri,Energy,Non-Individual,"['A0092', 'A0019', 'A0017']",08/06/2019,1.082905841,5.47E-05,micro
386,P0286,Kitale,Arts & Culture,Non-Individual,"['A0077', 'A0053']",22/10/2016,2.437728044,0.000123246,large
387,P0287,Meru,Legal & Professional Services,Non-Individual,['A0038'],28/05/2016,1.434051356,7.25E-05,medium
388,P0288,Nakuru,Finance,Non-Individual,"['A0071', 'A0082']",21/10/2009,1.53376664,7.75E-05,medium
389,P0289,Eldoret,Healthcare,Non-Individual,"['A0093', 'A0055']",01/02/2008,1.190445334,6.02E-05,small
390,P0290,Nakuru,Construction,Non-Individual,['A0001'],21/05/2016,1.328867737,6.72E-05,small
391,P0291,Meru,Transportation & Logistics,Non-Individual,"['A0021', 'A0069', 'A0045']",28/08/2024,2.454327667,0.000124085,large
392,P0292,Kisumu,Finance,Non-Individual,"['A0077', 'A0076', 'A0063']",21/01/2009,1.620537996,8.19E-05,medium
393,P0293,Kitale,Mining & Quarrying,Non-Individual,"['A0093', 'A0060', 'A0089']",24/12/2005,1.619618496,8.19E-05,medium
394,P0294,Kitale,Healthcare,Non-Individual,"['A0082', 'A0022']",18/12/2014,1.149909222,5.81E-05,micro
395,P0295,Kericho,Healthcare,Non-Individual,"['A0067', 'A0072', 'A0061']",23/12/2016,2.849066892,0.000144043,large
396,P0296,Kericho,Hospitality,Non-Individual,['A0017'],02/04/2013,1.400213329,7.08E-05,small
397,P0297,Nakuru,Energy,Non-Individual,"['A0049', 'A0007', 'A0090']",12/04/2016,5.820518731,0.000294273,large
398,P0298,Garissa,ICT,Non-Individual,"['A0039', 'A0056', 'A0016']",31/07/2024,1.087653737,5.50E-05,micro
399,P0299,Kericho,Telecommunications,Non-Individual,"['A0023', 'A0038']",09/06/2017,1.710528664,8.65E-05,medium
400,P0300,Nyeri,Construction,Non-Individual,['A0075'],25/05/2011,1.377007622,6.96E-05,small
401,P0301,Kisumu,Education,Non-Individual,['A0015'],29/01/2015,1.113670367,5.63E-05,micro
402,P0302,Eldoret,Mining & Quarrying,Non-Individual,"['A0013', 'A0079', 'A0031']",03/11/2024,1.140181478,5.76E-05,micro
403,P0303,Nairobi,Energy,Non-Individual,"['A0046', 'A0039']",05/04/2016,13.72620958,0.000693967,large
404,P0304,Mombasa,Telecommunications,Non-Individual,"['A0012', 'A0014']",14/01/2010,1.770308231,8.95E-05,medium
405,P0305,Mombasa,Transportation,Non-Individual,['A0050'],31/07/2019,1.568338072,7.93E-05,medium
406,P0306,Nairobi,Real Estate,Non-Individual,"['A0013', 'A0078']",12/08/2023,8.741545983,0.000441953,large
407,P0307,Kitale,Entertainment & Media,Non-Individual,"['A0088', 'A0078']",23/01/2015,1.013857042,5.13E-05,micro
408,P0308,Nakuru,Hospitality,Non-Individual,"['A0084', 'A0019', 'A0071']",24/09/2023,4.841796686,0.000244791,large
409,P0309,Kitale,Security Services,Non-Individual,['A0080'],02/11/2016,5.756920403,0.000291057,large
410,P0310,Nakuru,Healthcare,Non-Individual,"['A0091', 'A0052']",04/10/2011,1.221712406,6.18E-05,small
411,P0311,Eldoret,Legal & Professional Services,Non-Individual,['A0023'],02/05/2019,1.254879355,6.34E-05,small
412,P0312,Kericho,Security Services,Non-Individual,"['A0037', 'A0011', 'A0091']",09/01/2017,1.431036481,7.24E-05,medium
413,P0313,Nyeri,Waste Management,Non-Individual,['A0064'],05/06/2010,2.528591554,0.00012784,large
414,P0314,Nairobi,Security Services,Non-Individual,"['A0013', 'A0066', 'A0009']",30/11/2012,1.059971307,5.36E-05,micro
415,P0315,Machakos,Finance,Non-Individual,['A0049'],26/11/2019,1.467213756,7.42E-05,medium
416,P0316,Mombasa,Public Administration,Non-Individual,"['A0019', 'A0069', 'A0082']",16/03/2017,1.094701935,5.53E-05,micro
417,P0317,Machakos,Entertainment & Media,Non-Individual,"['A0051', 'A0080', 'A0071']",23/12/2005,3.300305563,0.000166856,large
418,P0318,Kitale,Retail,Non-Individual,"['A0014', 'A0026', 'A0086']",04/01/2013,1.195873495,6.05E-05,small
419,P0319,Eldoret,Arts & Culture,Non-Individual,['A0028'],03/02/2019,1.839502561,9.30E-05,medium
420,P0320,Garissa,Transportation & Logistics,Non-Individual,['A0093'],29/12/2007,2.293995722,0.000115979,large
421,P0321,Nyeri,Transportation & Logistics,Non-Individual,['A0020'],01/04/2023,1.500515351,7.59E-05,medium
422,P0322,Kericho,Transportation,Non-Individual,"['A0027', 'A0052', 'A0003']",26/09/2015,1.718365715,8.69E-05,medium
423,P0323,Kitale,Mining & Quarrying,Non-Individual,"['A0043', 'A0078', 'A0011']",30/10/2005,2.510163494,0.000126908,large
424,P0324,Eldoret,Manufacturing,Non-Individual,"['A0016', 'A0040']",30/01/2012,1.462690496,7.40E-05,medium
425,P0325,Nyeri,Entertainment & Media,Non-Individual,"['A0068', 'A0025']",07/09/2010,1.205119132,6.09E-05,small
426,P0326,Meru,Hospitality,Non-Individual,['A0072'],02/06/2011,1.261652125,6.38E-05,small
427,P0327,Meru,Transportation & Logistics,Non-Individual,"['A0052', 'A0023']",17/02/2011,1.068746395,5.40E-05,micro
428,P0328,Machakos,Energy,Non-Individual,['A0026'],03/09/2021,1.787300743,9.04E-05,medium
429,P0329,Kisumu,Entertainment & Media,Non-Individual,"['A0014', 'A0096']",10/07/2020,1.401872854,7.09E-05,small
430,P0330,Nakuru,Agriculture,Non-Individual,"['A0026', 'A0047']",23/04/2021,6.223042686,0.000314623,large
431,P0331,Garissa,Finance,Non-Individual,"['A0019', 'A0079']",27/03/2017,1.220972121,6.17E-05,small
